checksum,derivedNs.amortizedInitializationPlusOperationsPerOp,derivedNs.remainingPerOperation,external.processWallNs,fixtureBytes,fixtureHash,heapUsedBytes.afterAllOperations,heapUsedBytes.afterFirstOperation,heapUsedBytes.afterFixture,heapUsedBytes.afterInitialization,heapUsedBytes.beforeFixture,javaHome,javaVendor,javaVmName,jvmVersion,library,loadedClassDelta.firstOperation,loadedClassDelta.fixturePreparation,loadedClassDelta.libraryInitialization,loadedClassDelta.remainingOperations,loadedClassesAfter.allOperations,loadedClassesAfter.firstOperation,loadedClassesAfter.fixture,loadedClassesAfter.initialization,operation,operationCount,pid,sample.planIndex,sample.randomizationSeed,sample.repetition,schemaVersion,threadAllocatedBytes.firstOperation,threadAllocatedBytes.fixturePreparation,threadAllocatedBytes.libraryInitialization,threadAllocatedBytes.remainingOperations,threadAllocatedBytes.supported,timingNs.firstOperation,timingNs.fixturePreparation,timingNs.initializationPlusOperations,timingNs.libraryInitialization,timingNs.mainEntryToFixtureStart,timingNs.operationsTotal,timingNs.remainingOperations
59341087977409921,1.11913803E7,186119.88888888888,178323281,2142,-959204706,6310840,5952992,7436096,18147328,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,161172,368,20260812,15,1,3464160,1792272,10590816,38536,true,42511463,12449829,111913803,67727261,18288374,44186542,1675079
2185675431948801,5048362.4,293083.3333333333,123826006,2142,-959204706,11316176,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,161195,369,20260812,15,1,1831080,1792272,1273568,96696,true,28726588,14600007,50483624,19119286,21583608,31364338,2637750
-1473038263736110079,1505065.54,207608.0707070707,220526372,2142,-959204706,11641784,9655496,7436096,18147368,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,161216,370,20260812,15,1,6925640,1792272,10591744,1608024,true,61584851,13251287,150506554,68368504,21042352,82138050,20553199
2173,3.7585776E7,,109449592,2142,-959204706,10290840,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,161239,371,20260812,15,1,1854848,1792272,1273568,,true,22471496,13627197,37585776,15114280,22056632,22471496,0
2185675431948801,1.57680182E7,348380.1111111111,224174120,2142,-959204706,10016784,9658936,7436096,18150248,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,161261,372,20260812,15,1,6925640,1792272,10592128,66312,true,68888548,13104209,157680182,85656213,18190999,72023969,3135421
-7711186731443673343,1355298.94,158824.36363636365,918160981,2142,-959204706,19237760,10177672,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,393,80,635,308,2334,2026,998,1633,serialize,100,161283,373,20260812,15,1,4601224,1792272,8435808,1060112,true,43246033,12417489,135529894,76560249,20083680,58969645,15723612
2173,1.16361414E8,,845501555,2142,-959204706,10739368,10739368,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,430,80,635,,2065,2064,998,1633,serialize,1,161329,374,20260812,15,1,4601224,1792272,8435808,,true,44069630,11199094,116361414,72291784,20811175,44069630,0
2185675431948801,1.31031294E7,277208.8888888889,883673774,2142,-959204706,14324312,12747520,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,546,80,635,50,2229,2179,998,1633,deserialize,10,161375,375,20260812,15,1,5165288,1792272,8435808,38944,true,48305272,13082726,131031294,80231142,19265152,50800152,2494880
-1473038263736110079,1437503.21,225901.14141414143,814920951,2142,-959204706,6719712,12265352,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,496,80,635,252,2381,2129,998,1633,deserialize,100,161420,376,20260812,15,1,5165576,1792272,8435808,1289392,true,46603472,12486911,143750321,74782636,19600544,68967685,22364213
81,3.9722246E7,,104728619,2142,-959204706,10242624,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,161465,377,20260812,15,1,1831080,1792272,1273568,,true,24030955,12203123,39722246,15691291,19179639,24030955,0
81,1.36832123E8,,208165824,2142,-959204706,9478760,9478760,7436096,18147360,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,161486,378,20260812,15,1,6925640,1792272,10592448,,true,65517068,13987527,136832123,71315055,21856393,65517068,0
-7711186731443673343,197250.68,62634.63636363636,85459240,2142,-959204706,9080312,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,161511,379,20260812,15,1,1037744,1791024,280792,303680,true,10324658,12543457,19725068,3199581,20078679,16525487,6200829
-1473038263736110079,544542.73,161514.60606060605,122637643,2142,-959204706,13140336,10244520,7328528,8410272,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,161536,380,20260812,15,1,1831080,1792272,1273568,1934040,true,24231524,13675027,54454273,14232803,20270823,40221470,15989946
-7711186731443673343,546897.07,128723.48484848485,120899295,2142,-959204706,13160432,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,161560,381,20260812,15,1,1854848,1792272,1273568,1620040,true,25316727,11695683,54689707,16629355,18756520,38060352,12743625
59341087977409921,1.23847672E7,267663.0,903301006,2142,-959204706,10591104,9627968,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,386,80,635,61,2080,2019,998,1633,serialize,10,161584,382,20260812,15,1,4603576,1792272,8435808,21600,true,42781292,13895775,123847672,78657413,23428826,45190259,2408967
-7711186731443673343,1290112.31,116714.32323232324,194535661,2142,-959204706,7374064,6121560,7436096,18025688,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,161630,383,20260812,15,1,3464160,1792272,10589760,1126056,true,43470676,12217499,129011231,73985837,19089869,55025394,11554718
2173,3.8832102E7,,102987104,2142,-959204706,10290840,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,161653,384,20260812,16,1,1854848,1792272,1273568,,true,23136913,12234952,38832102,15695189,18634188,23136913,0
2185675431948801,4298886.5,255841.88888888888,107978245,2142,-959204706,11316176,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,161674,385,20260812,16,1,1831080,1792272,1273568,96696,true,24539446,12633186,42988865,16146842,18932952,26842023,2302577
-1473038263736110079,1490581.48,212937.54545454544,855162372,2142,-959204706,6547864,12791040,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,524,80,635,236,2393,2157,998,1633,deserialize,100,161695,386,20260812,16,1,5165288,1792272,8435808,1289296,true,48847155,13339651,149058148,79130176,22958096,69927972,21080817
-7711186731443673343,503620.1,116342.38383838384,114724314,2142,-959204706,12802584,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,161741,387,20260812,16,1,1854848,1792272,1273568,1620208,true,23104021,12502538,50362010,15740093,18911363,34621917,11517896
59341087977409921,1.16533714E7,179724.33333333334,180860491,2142,-959204706,5952136,5952136,7436096,18147344,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,161764,388,20260812,16,1,3464160,1792272,10591168,38536,true,42367128,12114656,116533714,72549067,18393231,43984647,1617519
59341087977409921,4539553.7,202158.11111111112,117597908,2142,-959204706,11366520,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,161787,389,20260812,16,1,1854848,1792272,1273568,75888,true,26167746,13783551,45395537,17408368,21446917,27987169,1819423
-1473038263736110079,1642077.22,163093.9595959596,234594512,2142,-959204706,11643984,9657728,7436096,18147328,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,161808,390,20260812,16,1,6925640,1792272,10590400,1608024,true,63067713,13730602,164207722,84993707,19212121,79214015,16146302
2173,1.26709844E8,,860307868,2142,-959204706,10168000,10168000,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,400,80,635,,2033,2033,998,1633,serialize,1,161832,391,20260812,16,1,4601224,1792272,8435808,,true,45490847,12521996,126709844,81218997,19891394,45490847,0
2173,1.12265822E8,,177993187,2142,-959204706,6106704,6106704,7436096,18150240,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,,1881,1881,998,1599,serialize,1,161877,392,20260812,16,1,3464160,1792272,10591232,,true,43945884,11657099,112265822,68319938,20757354,43945884,0
-1473038263736110079,208006.24,88503.35353535354,86778914,2142,-959204706,10148648,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,100,161900,393,20260812,16,1,863600,1791024,280792,851888,true,9127715,12959503,20800624,2911077,19421597,17889547,8761832
2173,1.2815322E7,,79802787,2142,-959204706,8362480,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,161926,394,20260812,16,1,1037744,1791024,280792,,true,9820436,13171744,12815322,2994886,21032794,9820436,0
81,1.32629148E8,,864649512,2142,-959204706,12801976,12801976,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,545,80,635,,2178,2178,998,1633,deserialize,1,161947,395,20260812,16,1,5165424,1792272,8435808,,true,51780313,13116449,132629148,80848835,20906405,51780313,0
81,1.45490366E8,,215716500,2142,-959204706,9656656,9656656,7436096,18147328,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,161992,396,20260812,16,1,6925640,1792272,10590080,,true,67709523,12960164,145490366,77780843,21047913,67709523,0
59341087977409921,1.1165266E7,236647.55555555556,837434530,2142,-959204706,10946216,10070168,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,405,80,635,61,2099,2038,998,1633,serialize,10,162015,397,20260812,16,1,4601224,1792272,8435808,21600,true,40155604,11123820,111652660,69367228,17889989,42285432,2129828
59341087977409921,1382502.1,160047.22222222222,83992892,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,162060,398,20260812,16,1,1037744,1791024,280792,28456,true,9048575,13987648,13825021,3336021,21713571,10489000,1440425
-7711186731443673343,1301999.91,144985.45454545456,195659139,2142,-959204706,7377832,5953056,7436096,18147352,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,162082,399,20260812,16,1,3464160,1792272,10590912,1126056,true,44701081,12026788,130199991,71145350,19510805,59054641,14353560
81,1.301058E7,,77214760,2142,-959204706,8359384,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,,1077,1077,998,1014,deserialize,1,162105,400,20260812,16,1,863600,1791024,280792,,true,9961953,12340082,13010580,3048627,19222780,9961953,0
2185675431948801,1389965.0,216684.33333333334,75203928,2142,-959204706,9075080,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,162126,401,20260812,16,1,863600,1791024,280792,77856,true,9061018,11448335,13899650,2888473,18096540,11011177,1950159
2185675431948801,1.32750395E7,267809.77777777775,194699504,2142,-959204706,10193440,9656656,7436096,18147336,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,162148,402,20260812,16,1,6925640,1792272,10589952,66312,true,60912896,11324469,132750395,69427211,18011500,63323184,2410288
81,4.5759011E7,,119551632,2142,-959204706,10242624,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,162171,403,20260812,16,1,1831080,1792272,1273568,,true,27477543,15250316,45759011,18281468,21471613,27477543,0
-7711186731443673343,213309.69,68688.21212121213,93664896,2142,-959204706,9080312,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,162192,404,20260812,16,1,1037744,1791024,280792,303736,true,11298251,14148421,21330969,3232585,21194720,18098384,6800133
-7711186731443673343,1317585.9,168539.797979798,868653458,2142,-959204706,18597344,9456584,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,363,80,635,344,2340,1996,998,1633,serialize,100,162216,405,20260812,16,1,4601224,1792272,8435808,1060208,true,41282114,12375728,131758590,73791036,19551011,57967554,16685440
2185675431948801,1.3271542E7,283274.77777777775,848657692,2142,-959204706,15245600,12739000,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,560,80,635,40,2233,2193,998,1633,deserialize,10,162262,406,20260812,16,1,5165288,1792272,8435808,38816,true,48062108,14101483,132715420,82103839,21217713,50611581,2549473
-1473038263736110079,526126.67,151363.0707070707,117440687,2142,-959204706,13496288,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,162308,407,20260812,16,1,1831080,1792272,1273568,1934040,true,23221003,12376239,52612667,14406720,18850807,38205947,14984944
81,1.2957438E7,,80223212,2142,-959204706,8359384,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,,1077,1077,998,1014,deserialize,1,162332,408,20260812,17,1,863600,1791024,280792,,true,9851824,13816564,12957438,3105614,19853472,9851824,0
59341087977409921,1.27065142E7,282301.77777777775,839704922,2142,-959204706,10988296,9675480,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,383,80,635,64,2080,2016,998,1633,serialize,10,162354,409,20260812,17,1,4601224,1792272,8435808,21600,true,46353757,12286138,127065142,78170669,19743245,48894473,2540716
2173,1.3104897E7,,73589322,2142,-959204706,8362480,8362480,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,162399,410,20260812,17,1,1037744,1791024,280792,,true,10382528,11205265,13104897,2722369,17809447,10382528,0
59341087977409921,1.17234915E7,192592.0,185941112,2142,-959204706,6132400,6132400,7436096,18147360,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,162421,411,20260812,17,1,3464160,1792272,10591904,38536,true,43214819,12394824,117234915,72286768,20390758,44948147,1733328
2173,1.19468231E8,,845910445,2142,-959204706,9917640,9917640,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,396,80,635,,2029,2029,998,1633,serialize,1,162443,412,20260812,17,1,4601224,1792272,8435808,,true,45581335,11340781,119468231,73886896,17950203,45581335,0
2185675431948801,1426455.1,198542.22222222222,75110630,2142,-959204706,8717232,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,162502,413,20260812,17,1,863600,1791024,280792,77856,true,9585471,11376689,14264551,2892200,18304873,11372351,1786880
2185675431948801,4374740.6,245299.55555555556,110644599,2142,-959204706,11316176,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,162524,414,20260812,17,1,1831080,1792272,1273568,96696,true,25013873,12480498,43747406,16525837,19773069,27221569,2207696
-1473038263736110079,555436.92,163339.0606060606,122852081,2142,-959204706,13138440,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,162545,415,20260812,17,1,1831080,1792272,1273568,1934040,true,25575366,13342897,55543692,13797759,19433758,41745933,16170567
2185675431948801,1.29712596E7,359807.22222222225,867718998,2142,-959204706,16471032,13102272,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,525,80,635,89,2247,2158,998,1633,deserialize,10,162568,416,20260812,17,1,5165576,1792272,8435808,38848,true,50696781,12465088,129712596,75777550,19031427,53935046,3238265
-1473038263736110079,1450795.93,168085.81818181818,207849579,2142,-959204706,11645392,9480224,7436096,18150256,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,162614,417,20260812,17,1,6925640,1792272,10592192,1608024,true,60890822,11282690,145079593,67548275,17659723,77531318,16640496
81,3.7143215E7,,104709194,2142,-959204706,10242624,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,162637,418,20260812,17,1,1831080,1792272,1273568,,true,22730615,12630259,37143215,14412600,19395667,22730615,0
59341087977409921,1378985.2,180344.44444444444,74411627,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,162658,419,20260812,17,1,1037744,1791024,280792,28456,true,9379751,11214161,13789852,2787001,17575964,11002851,1623100
-7711186731443673343,487839.92,117998.33333333333,113651527,2142,-959204706,12802584,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,162680,420,20260812,17,1,1854848,1792272,1273568,1620040,true,22562256,12243750,48783992,14539901,19576107,34244091,11681835
-7711186731443673343,1361632.36,183836.60606060605,868353869,2142,-959204706,21243432,10701400,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,404,80,635,309,2346,2037,998,1633,serialize,100,162703,421,20260812,17,1,4601224,1792272,8435808,1060624,true,42346066,12304113,136163236,75617346,18464945,60545890,18199824
2173,4.0285498E7,,113240189,2142,-959204706,10290840,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,162749,422,20260812,17,1,1854848,1792272,1273568,,true,24579772,12595615,40285498,15705726,23506531,24579772,0
2185675431948801,1.26852636E7,280606.3333333333,189569400,2142,-959204706,9836848,9657912,7436096,18150248,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,162770,423,20260812,17,1,6925640,1792272,10593344,66312,true,58092499,11123430,126852636,66234680,17351890,60617956,2525457
59341087977409921,4385858.4,205387.22222222222,110800024,2142,-959204706,11366520,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,162793,424,20260812,17,1,1854848,1792272,1273568,75888,true,25252153,12472260,43858584,16757946,19421394,27100638,1848485
-1473038263736110079,220805.93,91278.50505050505,87720198,2142,-959204706,10148648,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,100,162814,425,20260812,17,1,863600,1791024,280792,851888,true,10031102,12306967,22080593,3012919,18674673,19067674,9036572
-1473038263736110079,1669249.48,225272.84848484848,890853810,2142,-959204706,7071776,13117520,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,546,80,635,229,2408,2179,998,1633,deserialize,100,162839,426,20260812,17,1,5165576,1792272,8435808,1289000,true,57578195,14646573,166924948,87044741,21919490,79880207,22302012
81,1.28096807E8,,886945863,2142,-959204706,12278840,12278840,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,499,80,635,,2134,2132,998,1633,deserialize,1,162885,427,20260812,17,1,5165712,1792272,8435808,,true,46443755,13952240,128096807,81653052,21734920,46443755,0
81,1.29347753E8,,196993170,2142,-959204706,9478648,9478648,7436096,18147328,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,162931,428,20260812,17,1,6925640,1792272,10591616,,true,60554425,10946816,129347753,68793328,20356493,60554425,0
2173,1.11457666E8,,176049445,2142,-959204706,5952304,5952304,7436096,18147360,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,,1881,1881,998,1599,serialize,1,162954,429,20260812,17,1,3464160,1792272,10592256,,true,40322358,11837670,111457666,71135308,18892774,40322358,0
-7711186731443673343,1271034.25,105133.58585858585,194476910,2142,-959204706,7194720,6121296,7436096,18028552,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,162976,430,20260812,17,1,3464160,1792272,10589440,1126056,true,41215325,12852498,127103425,75479875,19620551,51623550,10408225
-7711186731443673343,180014.78,59041.878787878784,77900904,2142,-959204706,9080312,8362480,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,162999,431,20260812,17,1,1037744,1791024,280792,303736,true,9272438,11079347,18001478,2883894,17648500,15117584,5845146
-1473038263736110079,1400123.65,158253.57575757575,204576971,2142,-959204706,11644056,9657832,7436096,18150248,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,163023,432,20260812,18,1,6925640,1792272,10591744,1608024,true,57218746,11474103,140012365,67126515,18022779,72885850,15667104
2185675431948801,1500481.1,218083.66666666666,80900587,2142,-959204706,8717232,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,163047,433,20260812,18,1,863600,1791024,280792,77856,true,9854328,12197420,15004811,3187730,19564485,11817081,1962753
-7711186731443673343,205130.58,75158.61616161616,85209057,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,163068,434,20260812,18,1,1037744,1791024,280792,303736,true,10118418,12470417,20513058,2953937,19215465,17559121,7440703
