checksum,derivedNs.amortizedInitializationPlusOperationsPerOp,derivedNs.remainingPerOperation,external.processWallNs,fixtureBytes,fixtureHash,heapUsedBytes.afterAllOperations,heapUsedBytes.afterFirstOperation,heapUsedBytes.afterFixture,heapUsedBytes.afterInitialization,heapUsedBytes.beforeFixture,javaHome,javaVendor,javaVmName,jvmVersion,library,loadedClassDelta.firstOperation,loadedClassDelta.fixturePreparation,loadedClassDelta.libraryInitialization,loadedClassDelta.remainingOperations,loadedClassesAfter.allOperations,loadedClassesAfter.firstOperation,loadedClassesAfter.fixture,loadedClassesAfter.initialization,operation,operationCount,pid,sample.planIndex,sample.randomizationSeed,sample.repetition,schemaVersion,threadAllocatedBytes.firstOperation,threadAllocatedBytes.fixturePreparation,threadAllocatedBytes.libraryInitialization,threadAllocatedBytes.remainingOperations,threadAllocatedBytes.supported,timingNs.firstOperation,timingNs.fixturePreparation,timingNs.initializationPlusOperations,timingNs.libraryInitialization,timingNs.mainEntryToFixtureStart,timingNs.operationsTotal,timingNs.remainingOperations
2185675431948801,1.37463954E7,294516.8888888889,203633981,2142,-959204706,9835784,9477936,7436096,18147368,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,169468,661,20260812,27,1,6925640,1792272,10590336,66312,true,60846310,11980816,137463954,73966992,19664816,63496962,2650652
2173,1.3682353E7,,78412006,2142,-959204706,8362480,8362480,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,169490,662,20260812,27,1,1037744,1791024,280792,,true,10757401,12356837,13682353,2924952,18494021,10757401,0
-1473038263736110079,1479944.88,222912.1313131313,877222998,2142,-959204706,7066616,12996736,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,555,80,635,193,2381,2188,998,1633,deserialize,100,169512,663,20260812,27,1,5165288,1792272,8435808,1289224,true,49290108,12673515,147994488,76636079,20096463,71358409,22068301
-7711186731443673343,1266003.31,115638.77777777778,191868421,2142,-959204706,7377016,5952240,7436096,18147344,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,169557,664,20260812,27,1,3464160,1792272,10590848,1126056,true,42378909,11868714,126600331,72773183,19361292,53827148,11448239
59341087977409921,1.29830547E7,199787.77777777778,198165137,2142,-959204706,5928656,5928656,7436096,18150248,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,169580,665,20260812,27,1,3464160,1792272,10592320,38536,true,44570522,13692302,129830547,83461935,20794861,46368612,1798090
81,1.26719143E8,,863536350,2142,-959204706,14051464,14051464,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,568,80,635,,2201,2201,998,1633,deserialize,1,169602,666,20260812,27,1,5165288,1792272,8435808,,true,50619410,11551935,126719143,76099733,17860465,50619410,0
-1473038263736110079,1563392.34,191393.32323232322,224808717,2142,-959204706,11643792,9657568,7436096,18147344,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,169647,667,20260812,27,1,6925640,1792272,10590176,1608024,true,62863413,12597502,156339234,74527882,19479986,81811352,18947939
2173,1.1073207E8,,883695875,2142,-959204706,10232336,10232336,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,399,80,635,,2032,2032,998,1633,serialize,1,169671,668,20260812,27,1,4601224,1792272,8435808,,true,41106790,11294698,110732070,69625280,20170431,41106790,0
59341087977409921,1.21349497E7,288070.22222222225,852731539,2142,-959204706,10624736,9394416,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,385,80,635,65,2083,2018,998,1633,serialize,10,169717,669,20260812,27,1,4601224,1792272,8435808,21600,true,44297195,12327260,121349497,74459670,18140073,46889827,2592632
-1473038263736110079,210766.13,87347.88888888889,88303639,2142,-959204706,10148624,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,100,169762,670,20260812,27,1,863600,1791024,280792,851240,true,9482210,12664830,21076613,2946962,20536383,18129651,8647441
2173,3.9999478E7,,105775027,2142,-959204706,10290840,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,169787,671,20260812,27,1,1854848,1792272,1273568,,true,24230539,12507791,39999478,15768939,19333239,24230539,0
59341087977409921,1.26484879E7,314871.0,874584948,2142,-959204706,11940096,10991728,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,446,80,635,62,2141,2079,998,1633,serialize,10,169808,672,20260812,28,1,4601248,1792272,8435808,22008,true,43353811,12493614,126484879,80297229,19313562,46187650,2833839
59341087977409921,1310488.1,163362.22222222222,71404233,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,169853,673,20260812,28,1,1037744,1791024,280792,28456,true,8972558,11006693,13104881,2662063,17048427,10442818,1470260
2173,1.11319922E8,,812881014,2142,-959204706,10062872,10062872,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,411,80,635,,2044,2044,998,1633,serialize,1,169875,674,20260812,28,1,4601224,1792272,8435808,,true,40666268,11184879,111319922,70653654,17692266,40666268,0
-7711186731443673343,1251818.14,104170.71717171717,192594988,2142,-959204706,7376920,5952144,7436096,18147344,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,169919,675,20260812,28,1,3464160,1792272,10590848,1126056,true,44868935,11662393,125181814,69999978,18946657,55181836,10312901
2173,3.6945032E7,,98258924,2142,-959204706,10290840,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,169942,676,20260812,28,1,1854848,1792272,1273568,,true,22614924,11568025,36945032,14330108,17623194,22614924,0
-1473038263736110079,1409868.69,161504.0909090909,206447523,2142,-959204706,11603256,9629696,7436096,18028592,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,169963,677,20260812,28,1,6925640,1792272,10590720,1608024,true,57846555,11315116,140986869,67151409,19191680,73835460,15988905
-1473038263736110079,220195.49,89673.20202020202,87506210,2142,-959204706,10148624,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,100,169987,678,20260812,28,1,863600,1791024,280792,851960,true,9511367,11910261,22019549,3630535,19219383,18389014,8877647
2185675431948801,1.27283177E7,316467.3333333333,877327893,2142,-959204706,16068568,13199640,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,549,80,635,53,2235,2182,998,1633,deserialize,10,170012,679,20260812,28,1,5165288,1792272,8435808,38816,true,47304591,12286584,127283177,77130380,19313792,50152797,2848206
2185675431948801,1510264.9,205687.88888888888,75488506,2142,-959204706,9075080,8359384,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,170057,680,20260812,28,1,863600,1791024,280792,77856,true,10110399,11257508,15102649,3141059,17570705,11961590,1851191
81,1.2629552E7,,74622556,2142,-959204706,8359384,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,,1077,1077,998,1014,deserialize,1,170079,681,20260812,28,1,863600,1791024,280792,,true,9601836,12050407,12629552,3027716,18822052,9601836,0
81,4.0923264E7,,106637686,2142,-959204706,10242624,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,170101,682,20260812,28,1,1831080,1792272,1273568,,true,25108840,12780699,40923264,15814424,19441642,25108840,0
2173,1.3658507E7,,78010393,2142,-959204706,8362480,8362480,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,170123,683,20260812,28,1,1037744,1791024,280792,,true,10727154,11947452,13658507,2931353,18168766,10727154,0
59341087977409921,1.15946137E7,176940.22222222222,180411358,2142,-959204706,5942784,5942784,7436096,18025680,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,170146,684,20260812,28,1,3464160,1792272,10589760,38536,true,42787488,11242349,115946137,71566187,18051884,44379950,1592462
2173,1.1552971E8,,181669187,2142,-959204706,6131480,6131480,7436096,18147352,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,,1881,1881,998,1599,serialize,1,170169,685,20260812,28,1,3464160,1792272,10590656,,true,43047099,12689315,115529710,72482611,18916600,43047099,0
81,1.21946344E8,,868666728,2142,-959204706,12371504,12371504,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,515,80,635,,2148,2148,998,1633,deserialize,1,170191,686,20260812,28,1,5165288,1792272,8435808,,true,49337926,12363909,121946344,72608418,19630550,49337926,0
-7711186731443673343,1389287.56,154815.9797979798,864215006,2142,-959204706,18957120,10530504,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,411,80,635,291,2335,2044,998,1633,serialize,100,170237,687,20260812,28,1,4601504,1792272,8435808,1060208,true,43662674,12860909,138928756,79939300,19983818,58989456,15326782
-1473038263736110079,1406709.88,225664.37373737374,844997172,2142,-959204706,6684304,12805400,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,532,80,635,206,2372,2165,998,1633,deserialize,100,170282,688,20260812,28,1,5165568,1792272,8435808,1289232,true,46651235,11459429,140670988,71678980,19438517,68992008,22340773
-1473038263736110079,623414.03,177401.61616161617,134156260,2142,-959204706,13138440,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,170328,689,20260812,28,1,1831080,1792272,1273568,1934040,true,27409319,13768176,62341403,17369324,21228712,44972079,17562760
-7711186731443673343,208121.45,71752.74747474748,87293938,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,170351,690,20260812,28,1,1037744,1791024,280792,303736,true,10522639,12852022,20812145,3185984,19069570,17626161,7103522
2185675431948801,1.63147791E7,337379.0,239348641,2142,-959204706,9836720,9478872,7436096,18150240,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,170374,691,20260812,28,1,6925640,1792272,10592128,66312,true,72701834,14972120,163147791,87409546,22904221,75738245,3036411
2185675431948801,4347156.0,246002.88888888888,107666239,2142,-959204706,11674024,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,170397,692,20260812,28,1,1831080,1792272,1273568,96696,true,25451286,11969162,43471560,15806248,18637894,27665312,2214026
59341087977409921,4010354.3,169602.88888888888,106003014,2142,-959204706,11366520,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,170419,693,20260812,28,1,1854848,1792272,1273568,75888,true,23865609,12266035,40103543,14711508,19365018,25392035,1526426
-7711186731443673343,552101.97,110011.04040404041,125712403,2142,-959204706,12802584,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,170440,694,20260812,28,1,1854848,1792272,1273568,1620208,true,25513755,14406261,55210197,18805349,21178326,36404848,10891093
81,1.29806955E8,,194271833,2142,-959204706,9478048,9478048,7436096,18147360,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,170463,695,20260812,28,1,6925640,1792272,10590592,,true,60328176,11948714,129806955,69478779,18949643,60328176,0
-7711186731443673343,1326003.88,135160.8282828283,205347427,2142,-959204706,7733536,6129848,7436096,18147352,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,170486,696,20260812,29,1,3464160,1792272,10590080,1126056,true,44161647,13765669,132600388,75057819,21692870,57542569,13380922
2185675431948801,4243653.4,243531.55555555556,106480516,2142,-959204706,11674024,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,170509,697,20260812,29,1,1831080,1792272,1273568,96696,true,24462908,12324255,42436534,15781842,18238718,26654692,2191784
-7711186731443673343,1373948.72,174693.05050505052,858784612,2142,-959204706,21011792,10668592,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,413,80,635,299,2345,2046,998,1633,serialize,100,170531,698,20260812,29,1,4601224,1792272,8435808,1060688,true,44973111,11322430,137394872,75127149,17603748,62267723,17294612
59341087977409921,1472382.3,173054.11111111112,78048754,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,170576,699,20260812,29,1,1037744,1791024,280792,28456,true,10042469,11686679,14723823,3123867,18720419,11599956,1557487
2185675431948801,1.30233581E7,413920.44444444444,853194748,2142,-959204706,17467040,14388056,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,616,80,635,50,2299,2249,998,1633,deserialize,10,170598,700,20260812,29,1,5165424,1792272,8435808,38944,true,50101588,12550913,130233581,76406709,18931407,53826872,3725284
-7711186731443673343,196706.94,63885.14141414141,84989287,2142,-959204706,9080312,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,170643,701,20260812,29,1,1037744,1791024,280792,303736,true,10180710,12336127,19670694,3165355,19726291,16505339,6324629
59341087977409921,3939836.0,178322.77777777778,103277619,2142,-959204706,11366520,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,170667,702,20260812,29,1,1854848,1792272,1273568,75888,true,22810062,11419052,39398360,14983393,18429969,24414967,1604905
-1473038263736110079,1612317.64,214190.1616161616,225326684,2142,-959204706,11643456,9478288,7436096,18147328,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,170688,703,20260812,29,1,6925640,1792272,10590592,1608024,true,67420024,11479788,161231764,72606914,18222597,88624850,21204826
81,1.4426529E7,,80933648,2142,-959204706,8359384,8359384,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,,1077,1077,998,1014,deserialize,1,170711,704,20260812,29,1,863600,1791024,280792,,true,11093216,13866790,14426529,3333313,20271622,11093216,0
2185675431948801,1.27712313E7,284811.8888888889,193264125,2142,-959204706,9850440,9492592,7436096,18212784,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,170732,705,20260812,29,1,6925640,1792272,10591392,66312,true,57865028,11497792,127712313,67283978,18970521,60428335,2563307
81,1.29550388E8,,862204056,2142,-959204706,13859152,13859152,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,588,80,635,,2221,2221,998,1633,deserialize,1,170755,706,20260812,29,1,5167920,1792272,8435808,,true,49124741,12451235,129550388,80425647,22651261,49124741,0
81,3.7057833E7,,102646316,2142,-959204706,10242624,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,170801,707,20260812,29,1,1831080,1792272,1273568,,true,22854806,11132950,37057833,14203027,18997965,22854806,0
2185675431948801,1387597.9,218116.88888888888,76786215,2142,-959204706,9075080,8359384,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,170823,708,20260812,29,1,863600,1791024,280792,77856,true,9036217,11858714,13875979,2876710,18640908,10999269,1963052
59341087977409921,1.2286213E7,213932.33333333334,187239521,2142,-959204706,6129168,6129168,7436096,18147352,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,170845,709,20260812,29,1,3464160,1792272,10590016,38536,true,45710444,12131632,122862130,75226295,18344276,47635835,1925391
2173,4.245016E7,,113391873,2142,-959204706,10290840,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,170868,710,20260812,29,1,1854848,1792272,1273568,,true,24734971,13736034,42450160,17715189,21546853,24734971,0
59341087977409921,1.17069897E7,279203.55555555556,845883749,2142,-959204706,10571024,9835576,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,395,80,635,54,2082,2028,998,1633,serialize,10,170890,711,20260812,29,1,4601224,1792272,8435808,21600,true,43824166,11356334,117069897,70732899,17977884,46336998,2512832
-7711186731443673343,504351.39,118842.49494949495,122532557,2142,-959204706,13160432,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,170936,712,20260812,29,1,1854848,1792272,1273568,1620040,true,23936653,13532188,50435139,14733079,21486248,35702060,11765407
-1473038263736110079,1481690.93,226780.33333333334,858090225,2142,-959204706,7690616,13312752,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,531,80,635,224,2388,2164,998,1633,deserialize,100,170960,713,20260812,29,1,5165288,1792272,8435808,1289000,true,48746394,12739238,148169093,76971446,19810539,71197647,22451253
2173,1.25174592E8,,900373965,2142,-959204706,9835960,9835960,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,386,80,635,,2019,2019,998,1633,serialize,1,171006,714,20260812,29,1,4601224,1792272,8435808,,true,44982898,12611526,125174592,80191694,20205407,44982898,0
2173,1.15527549E8,,180241135,2142,-959204706,6132488,6132488,7436096,18147352,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,,1881,1881,998,1599,serialize,1,171049,715,20260812,29,1,3464160,1792272,10592096,,true,44907815,12087477,115527549,70619734,19049360,44907815,0
-1473038263736110079,200767.12,82638.57575757576,81630293,2142,-959204706,10148624,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,100,171072,716,20260812,29,1,863600,1791024,280792,851960,true,9045414,11333109,20076712,2850079,17686593,17226633,8181219
2173,1.1652564E7,,70051469,2142,-959204706,8362480,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,171098,717,20260812,29,1,1037744,1791024,280792,,true,9018384,11054794,11652564,2634180,17182891,9018384,0
